,username,date,title,replies,views,text,Year
Below is a selection of titles taken at random.

Can anyone recommend continuing reading any of these, or not.  In either case, I'd like to know why.

Here's the list:

Mona Lisa Overdrive - William Gibson
Count Zero - William Gibson
Against the Tide of Years - S M Stirling
Ultramarines - Graham McNiell
Time Patrol - Poul Anderson
Neverwhere - Neil Gaiman

Thanks",2011

209,suciul,2011-01-26,Simon Morden's Petrovich trilogy,2,893,"This one is due in April, May June from Orbit
I stayed way, way too late to finish the first one Equations of Life and it was just a grab and never let go super ride; luckily I have book two also, Theories of Flight and it starts awesomely so it will be my next read, though i recommend avoiding its spoiler-ish blurb; some thoughts with full review(s) in due course;

This book took me by surprise and I found myself staying way, way too late to finish it in one sitting, so good and absorbing it was; and the good news is that the trilogy that it debuts will come in successive months April/May/June from Orbit books, while luckily I have so far an advanced review copy of the second volume which i plan to read next.

On the surface the combination of standard cyberpunk/post-apocalyptic stuff seems both done to death and already dated, but this book just grabs from the first page and never lets go and this is due to the style of the author and to the superb characters he creates - Petrovich first and foremost, but the whole cast with Inspector Chain, Sonja, Madeleine, Sorenson, the very wealthy businessman/gangster/(read the book to find out what more) Oshicora, his various minions, rival gangster Marchenko and his minions, Petrovich's fellow genius scientist and more

Set in the 2020's in a future alt-hist diverging from ours in 2002 or so with Armageddon, in the Metrozone which is essentially the main governable part of England at the time, the book reads in many ways as a combination of JC Grimwood superb cyberpunk alt-histories (RedRobe, Remix..) with a dash of PF Hamilton Mandel series - this one less in setting or tech, but more in general ""feel""",2011

210,Renely,2011-05-27,Dystopian Sci-Fi,2,893,"Hey there all.   I have just been reading a few books that really go me thinking and wanted to get some more suggestions along the same lines.

I read:
Neuromancer (William Gibson)
Mona Lisa Overdrive (William Gibson)
Salvation (C.S. Goto)
Junktion (Matthew Farrer)
Shira Calpurnia (Matthew Farrer)


Each of these books has something in common.  They are all about normal people in far reaching future sci-fi settings.  

I am tired about reading about space marine's super soldiers, super assassins, never-do-wrong heroes, and in general action-adventure crap that skips over the whole ""how does a future like work anyway?  And what so the little guys/average citizenry do day to day?  What does the hero do in his free time?""

So what I am looking for it any sci-fi books anyone would like to share that really present a believably function sci-fi setting and some characters that are not super human or shallow run-shoot-kill heroes. 

Maybe something that has a little bit of moral dilemma, some thoughtful setting immersion and a character(s) who are deeply three dimensional in their actions and choices. 

I think the books listed above hit most of these marks, and were in general amazing reads to get me into a future world that i have never seen or heard of.  So i am just looking for more.  I am open to suggestion and would love to hear what others say. 

This is an open discussion so feel free to post your own thoughts on the subject as well, cheers!",2011

211,Zuul,2011-04-25,Greatest Opening Lines,0,429,"Restricted to just one sentence.

""The sky above the port was the color of television, tuned to a dead channel."" - Neuromancer by William Gibson

""It was a bright cold day in April, and the clocks were striking thirteen."" - 1984 by Eric Blair

""' 'To be born again,' sang Gibreel Farishta tumbling from the heavens, 'first you have to die.' "" - The Satanic Verses by Salman Rushdie

The third doesn't exactly count as science fiction, but it's simply so awesome that I don't care  It should also be read in full, the first full paragraph, which is probably the greatest literary opening I've ever read.

What say you fellas?",2011

212,hawkeyye,2011-03-25,Any books like crysis?,4,727,"The release of crysis 2 got me thinking. Are there any good sic fi books similar to the crysis setting?  Power armor in a near future setting?  On an interesting note, I understand that Richard Morgan wrote crysis 2.  

Ps. I've read armour and starship troopers, which I'm guessing some would have suggested.",2011

213,nquixote,2011-03-20,Stross/Doctorow/etc.,4,727,"Hey suciul - Thought I'd move our convo over here...

I used to like Stross a long time ago in the Singularity Sky, Iron Sunrise and Accelerando times - and his short fiction is still great sometimes - but his novels have moved far away from his imaginative strengths imho.Click to expand...Ah. Those books (and Halting State) are the only things of Stross' that I've read. So you think he's gone downhill lately? If so, how come?

As for Mr. Doctorow, again I like some of his short fiction, but his novels seem to me nothing special, very 'for this minute"" ones who will leave no mark in the future, while his online personality is more likely to leave a mark.Click to expand...Huh. I love his novels. The thing I like about them most is their characters. Doctorow portrays geeks incredibly well - their passions, their insecurities, their idealism, their gentleness, their fragile pride. Geeks are a type that seems to have been around forever, and yet I rarely see anyone - even SF authors, who are usually geeks themselves - portray them well. And Doctorow's novels have a warm, human, slightly tragic feeling to them that really tugs at my heart. I guess what I'm trying to say is that I want Doctorow's heroes to win, which is more than I can say of many protagonists (see: any character in a British New Space Opera book). That takes some doing!
